t,p
527.2,0
527.3,0
527.4,0
527.5,0
527.6,0
527.7,0
527.8,0
527.9,0.1603404
528,0
528.1,0.152850119
528.2,0.142142327
528.3,0
528.4,0.013754758
528.5,0.158905741
528.6,0
528.7,0.123600311
528.8,0.050735412
528.9,0.06614101
529,0
529.1,0
529.2,0.035695076
529.3,0
529.4,0.165058854
529.5,0.007304757
529.6,0
529.7,0.032244214
529.8,0
529.9,0.057889314
530,0.037852864
530.1,0
530.2,0.138365836
530.3,0
530.4,0
530.5,0.021344679
530.6,0.109063564
530.7,0.093415429
530.8,0
530.9,0.054572495
531,0
531.1,0
531.2,0.051937255
531.3,0
531.4,0.151580765
531.5,0.122515031
531.6,0.188454332
531.7,0.161617003
531.8,0
531.9,0
532,0.221906904
532.1,0.138334187
532.2,0
532.3,0.073311071
532.4,0
532.5,0.133342052
532.6,0.092094626
532.7,0.129830454
532.8,0
532.9,0
533,0.003146645
533.1,0
533.2,0
533.3,0
533.4,0
533.5,0.048375195
533.6,0.023697744
533.7,0
533.8,0
533.9,0.111794677
534,0
534.1,0.012507085
534.2,0
534.3,0.034029665
534.4,0.083255737
534.5,0
534.6,0.030113711
534.7,0.167916336
534.8,0
534.9,0
535,0
535.1,0
535.2,0.060295743
535.3,0.106612362
535.4,0
535.5,0.034086882
535.6,0.112171037
535.7,0.225256584
535.8,0
535.9,0
536,0.000242805
536.1,0.023197593
536.2,0
536.3,0
536.4,0.172805869
536.5,0
536.6,0
536.7,0.098115807
536.8,0.137639874
536.9,0
537,0.07135841
537.1,0
537.2,0
537.3,0
537.4,0.024502363
537.5,0
537.6,0
537.7,0
537.8,0.042659255
537.9,0
538,0.183412935
538.1,0.049205445
538.2,0
538.3,0.070359633
538.4,0
538.5,0.019584399
538.6,0
538.7,0.008722466
538.8,0
538.9,0
539,0
539.1,0.115204113
539.2,0.131115376
539.3,0.070328258
539.4,0
539.5,0
539.6,0.003684081
539.7,0.082021636
539.8,0
539.9,0.066496025
540,0
540.1,0
540.2,0.119765232
540.3,0.064417652
540.4,0.002213983
540.5,0
540.6,0.176135869
540.7,0.020026467
540.8,0
540.9,0
541,0.091520761
541.1,0.132257413
541.2,0
541.3,0.047979846
541.4,0.032888858
541.5,0.072740823
541.6,0.006997538
541.7,0.25888847
541.8,0.196269305
541.9,0
542,0.206682564
542.1,0.02504835
542.2,0
542.3,0
542.4,0.071631582
542.5,0
542.6,0.004884544
542.7,0.097711089
542.8,0
542.9,0.213597924
543,0.111292487
543.1,0
543.2,0.066662864
543.3,0.039122998
543.4,0
543.5,0.10801307
543.6,0.058647378
543.7,0
543.8,0.04450729
543.9,0.107491047
544,0.136456612
544.1,0.020559785
544.2,0.234111719
544.3,0
544.4,0.199294191
544.5,0.05572924
544.6,0
544.7,0.065771427
544.8,0.008836365
544.9,0.176984258
545,0.096859624
545.1,0.024255522
545.2,0.185701646
545.3,0.039501217
545.4,0
545.5,0.147507613
545.6,0
545.7,0.012489283
545.8,0.025143825
545.9,0.09589993
546,0.00840056
546.1,0
546.2,0.008144541
546.3,0.109612986
546.4,0
546.5,0.0002376
546.6,0
546.7,0.022413103
546.8,0.036705316
546.9,0
547,0.046398711
547.1,0.199726038
547.2,0.112431051
547.3,0.091559181
547.4,0
547.5,0.131933246
547.6,0.041025164
547.7,0.11780859
547.8,0
547.9,0.011470405
548,0.100516489
548.1,0.074640808
548.2,0
548.3,0.058183291
548.4,0
548.5,0
548.6,0.072122058
548.7,0
548.8,0
548.9,0.028064769
549,0.114167466
549.1,0.133131755
549.2,0.215761979
549.3,0.029230288
549.4,0
549.5,0.085522722
549.6,0.078856532
549.7,0
549.8,0
549.9,0
550,0.015988541
550.1,0.052959101
550.2,0
550.3,0.027601659
550.4,0.027233542
550.5,0
550.6,0
550.7,0.034261294
550.8,0.078789871
550.9,0
551,0
551.1,0
551.2,0
551.3,0.021289876
551.4,0.058603395
551.5,0
551.6,0
551.7,0.122877388
551.8,0
551.9,0
552,0
552.1,0
552.2,0.067289293
552.3,0
552.4,0.059869232
552.5,0.198352959
552.6,0
552.7,0.156826258
552.8,0.019961593
552.9,0.028153933
553,0
553.1,0.019782435
553.2,0
553.3,0.049004787
553.4,0.018099026
553.5,0.055030315
553.6,0
553.7,0
553.8,0
553.9,0.064152966
554,0
554.1,0
554.2,0.001383034
554.3,0
554.4,0
554.5,0.015948456
554.6,0
554.7,0.071969125
554.8,0.057021464
554.9,0.011600007
555,0
555.1,0
555.2,0
555.3,0
555.4,0.002573422
555.5,0
555.6,0.099983047
555.7,0.129513731
555.8,0.242105668
555.9,0.088498213
556,0.08430143
556.1,0
556.2,0
556.3,0
556.4,0.093365013
556.5,0.112830205
556.6,0.013211335
556.7,0.097540072
556.8,0
556.9,0
557,0.054859285
557.1,0
557.2,0.118997368
557.3,0
557.4,0.106201616
557.5,0
557.6,0
557.7,0.169851046
557.8,0
557.9,0
558,0
558.1,0.002404938
558.2,0.16636599
558.3,0
558.4,0.006074005
558.5,0
558.6,0
558.7,0.146837624
558.8,0
558.9,0
559,0.090046906
559.1,0
559.2,0
559.3,0
559.4,0.046290253
559.5,0.087421683
559.6,0.013345171
559.7,0.031681546
559.8,0
559.9,0
560,0
560.1,0.075273119
560.2,0.115779645
560.3,0
560.4,0
560.5,0.031886463
560.6,0
560.7,0.0269743
560.8,0.09421592
560.9,0.074683981
561,0
561.1,0.16568288
561.2,0.291843912
561.3,0.089177607
561.4,0
561.5,0.040412227
561.6,0.182449628
561.7,0.030757306
561.8,0.086431746
561.9,0.115077364
562,0
562.1,0.055106387
562.2,0
562.3,0.025920191
562.4,0
562.5,0
562.6,0.062955777
562.7,0
562.8,0.075925642
562.9,0
563,0.094493739
563.1,0
563.2,0.259547697
563.3,0
563.4,0
563.5,0
563.6,0.041400408
563.7,0
563.8,0.046527798
563.9,0
564,0
564.1,0.005513254
564.2,0.211629595
564.3,0.041312655
564.4,0.157297099
564.5,0
564.6,0
564.7,0.108764104
564.8,0
564.9,0.022271559
565,0
565.1,0.015727746
565.2,0.033294251
565.3,0.112858107
565.4,0
565.5,0.068815465
565.6,0.057852071
565.7,0
565.8,0.146816026
565.9,0
566,0.013105989
566.1,0.044652815
566.2,0
566.3,0.049627207
566.4,0
566.5,0.171617695
566.6,0.008468376
566.7,0
566.8,0.079159777
566.9,0.181561582
567,0
567.1,0.065584325
567.2,0.078864938
567.3,0.057281635
567.4,0
567.5,0.090845052
567.6,0.023758818
567.7,0.169844054
567.8,0.039985947
567.9,0.018778061
568,0.005366598
568.1,0.159971542
568.2,0
568.3,0.142605547
568.4,0.108861741
568.5,0.114484821
568.6,0.000897108
568.7,0
568.8,0.225067213
568.9,0
569,0.061352558
569.1,0.121695327
569.2,0.02813972
569.3,0
569.4,0
569.5,0
569.6,0.033348553
569.7,0
569.8,0.103945602
569.9,0.116858736
570,0
570.1,0
570.2,0.059419131
570.3,0
570.4,0
570.5,0.055467474
570.6,0.084513585
570.7,0.046939135
570.8,0.029076069
570.9,0.023290501
571,0.041845863
571.1,0.111066661
571.2,0.032696789
571.3,0
571.4,0.011546003
571.5,0
571.6,0
571.7,0.023552643
571.8,0.095692442
571.9,0
572,0.008054634
572.1,0.177995464
572.2,0.026185717
572.3,0.007949784
572.4,0
572.5,0
572.6,0
572.7,0.108233749
572.8,0
572.9,0.086821576
573,0
573.1,0.010728261
573.2,0.006325133
573.3,0.082857754
573.4,0
573.5,0.098291899
573.6,0
573.7,0.023162683
573.8,0
573.9,0.053731268
574,0
574.1,0
574.2,0.075958872
574.3,0.002776491
574.4,0
574.5,0.190070356
574.6,0.233803619
574.7,0.011673036
574.8,0.072700664
574.9,0.063010328
575,0
575.1,0.099545973
575.2,0
575.3,0.069090255
575.4,0.175568538
575.5,0
575.6,0.067792689
575.7,0.002559435
575.8,0
575.9,0
576,0
576.1,0.122437377
576.2,0
576.3,0.070007076
576.4,0.222728556
576.5,0.080559265
576.6,0.145420214
576.7,0
576.8,0
576.9,0
577,0
577.1,0.009270637
577.2,0.105914139
577.3,0
577.4,0
577.5,0.099088302
577.6,0
577.7,0
577.8,0.082395426
577.9,0.102511485
578,0.180797869
578.1,0
578.2,0.052084789
578.3,0
578.4,0
578.5,0
578.6,0
578.7,0
578.8,0
578.9,0
579,0
579.1,0
579.2,0.187049264
579.3,0.103390832
579.4,0.002398071
579.5,0
579.6,0
579.7,0
579.8,0.092807101
579.9,0.059778574
580,0.195460939
580.1,0.141359258
580.2,0.107780738
580.3,0.21498096
580.4,0.083097083
580.5,0.076214234
580.6,0.257517401
580.7,0.113725365
580.8,0.045317458
580.9,0
581,0.005905704
581.1,0.033728701
581.2,0
581.3,0.109036356
581.4,0
581.5,0
581.6,0
581.7,0.024152764
581.8,0
581.9,0.004205146
582,0.116796925
582.1,0.018950493
582.2,0
582.3,0.072776804
582.4,0
582.5,0
582.6,0.136768085
582.7,0.021982247
582.8,0.106046794
582.9,0
583,0
583.1,0.107159722
583.2,0
583.3,0.209623299
583.4,0
583.5,0
583.6,0.016836349
583.7,0.078379491
583.8,0.037610061
583.9,0
584,0
584.1,0.019298482
584.2,0.312572876
584.3,0.050539107
584.4,0.156628169
584.5,0
584.6,0.085028632
584.7,0.120291865
584.8,0
584.9,0.035802653
585,0
585.1,0
585.2,0.020531982
585.3,0.22113592
585.4,0.058290627
585.5,0
585.6,0.096847889
585.7,0.174700458
585.8,0
585.9,0
586,0
586.1,0.096427077
586.2,0
586.3,0
586.4,0
586.5,0.082197255
586.6,0.196587451
586.7,0
586.8,0.044014702
586.9,0.083387798
587,0
587.1,0.048275797
587.2,0
587.3,0.01873254
587.4,0
587.5,0.020263694
587.6,0
587.7,0.122697916
587.8,0
587.9,0
588,0
588.1,0
588.2,0.232963229
588.3,0
588.4,0.081892391
588.5,0
588.6,0
588.7,0
588.8,0
588.9,0
589,0
589.1,0.181042497
589.2,0.252575639
589.3,0
589.4,0.114329206
589.5,0
589.6,0.065779788
589.7,0.139107894
589.8,0.044885797
589.9,0.065117629
590,0
590.1,0.009136141
590.2,0
590.3,0
590.4,0.074971289
590.5,0.217719782
590.6,0.037666284
590.7,0
590.8,0.032794897
590.9,0.244512376
591,0.012864196
591.1,0.170183239
591.2,0
591.3,0
591.4,0.153124021
591.5,0.107470672
591.6,0.154767117
591.7,0.028150722
591.8,0.271319501
591.9,0
592,0.04578561
592.1,0.046445119
592.2,0.133389541
592.3,0
592.4,0
592.5,0
592.6,0
592.7,0.057288433
592.8,0
592.9,0.173944691
593,0
593.1,0.042645873
593.2,0.106403933
593.3,0
593.4,0.016766226
593.5,0.013676481
593.6,0.144806049
593.7,0.060721095
593.8,0
593.9,0.067048297
594,0
594.1,0.04110557
594.2,0
594.3,0
594.4,0
594.5,0
594.6,0.14682308
594.7,0.238528065
594.8,0
594.9,0
595,0
595.1,0
595.2,0.16798349
595.3,0.128631855
595.4,0
595.5,0
595.6,0
595.7,0
595.8,0
595.9,0
596,0
596.1,0.122787662
596.2,0.006725031
596.3,0
596.4,0.106712984
596.5,0.081834297
596.6,0.080440058
596.7,0.064363582
596.8,0
596.9,0.010128941
597,0
597.1,0
597.2,0.015775501
597.3,0
597.4,0.174994618
597.5,0
597.6,0.024657866
597.7,0
597.8,0.122819595
597.9,0.007833697
598,0.037973389
598.1,0
598.2,0.162908894
598.3,0
598.4,0
598.5,0
598.6,0
598.7,0
598.8,0
598.9,0
599,0.122975838
599.1,0.126454703
599.2,0.222362364
599.3,0
599.4,0.100039352
599.5,0
599.6,0
599.7,0
599.8,0
599.9,0.091309579
600,0.134923611
600.1,0.122506868
600.2,0
600.3,0
600.4,0
600.5,0.029943789
600.6,0.071070488
600.7,0
600.8,0.000354495
600.9,0.152362856
601,0
601.1,0.048630319
601.2,0
601.3,0
601.4,0.040690778
601.5,0.026232028
601.6,0.129713128
601.7,0
601.8,0
601.9,0
602,0
602.1,0.146728103
602.2,0
602.3,0
602.4,0.232817023
602.5,0
602.6,0
602.7,0
602.8,0.109886969
602.9,0.186482528
603,0.071830156
603.1,0
603.2,0
603.3,0.020479565
603.4,0
603.5,0.172434396
603.6,0.256714534
603.7,0.085656886
603.8,0.083419245
603.9,0
604,0
604.1,0.04067133
604.2,0.26881524
604.3,0.031322744
604.4,0.227096093
604.5,0.014309666
604.6,0.194124704
604.7,0.086280233
604.8,0.053089606
604.9,0
605,0.035071208
605.1,0.001670333
605.2,0
605.3,0
605.4,0.119734568
605.5,0.058847858
605.6,0.091814651
605.7,0
605.8,0
605.9,0
606,0
606.1,0.084946214
606.2,0.079801137
606.3,0
606.4,0
606.5,0
606.6,0
606.7,0
606.8,0
606.9,0
607,0
607.1,0.03926852
607.2,0
607.3,0.00268895
607.4,0
607.5,0.107191325
607.6,0
607.7,0.0869706
607.8,0
607.9,0.041484276
608,0.095928849
608.1,0.0850192
608.2,0.206719455
608.3,0
608.4,0
608.5,0
608.6,0.033729781
608.7,0
608.8,0.133703129
608.9,0
609,0.131877797
609.1,0
609.2,0.013947156
609.3,0
609.4,0
609.5,0.127231345
609.6,0
609.7,0
609.8,0.115678363
609.9,0.050797742
610,0
610.1,0
610.2,0
610.3,0
610.4,0.19910393
610.5,0.107843785
610.6,0
610.7,0
610.8,0
610.9,0
611,0.035497718
611.1,0
611.2,0
611.3,0
611.4,0
611.5,0
611.6,0
611.7,0.025101581
611.8,0
611.9,0.107358612
612,0.029268079
612.1,0.005286189
612.2,0.0523125
612.3,0.059184106
612.4,0.028385462
612.5,0.09992465
612.6,0
612.7,0.076351775
612.8,0
612.9,0.075432761
613,0.091244236
613.1,0
613.2,0.100695978
613.3,0
613.4,0.062267692
613.5,0
613.6,0
613.7,0
613.8,0
613.9,0.016447903
614,0.050555512
614.1,0.109392569
614.2,0.091836117
614.3,0.051259511
614.4,0.012538076
614.5,0
614.6,0.022029697
614.7,0
614.8,0.034343569
614.9,0.112730027
615,0
615.1,0.050262692
615.2,0.030197832
615.3,0.186908601
615.4,0.103134524
615.5,0.226598257
615.6,0
615.7,0.133530032
615.8,0.112158307
615.9,0.191102031
616,0.046308959
616.1,0.137965144
616.2,0.200271845
616.3,0.08960452
616.4,0
616.5,0.10184081
616.6,0.195456577
616.7,0.021645558
616.8,0
616.9,0.233796981
617,0
617.1,0.060240095
617.2,0
617.3,0
617.4,0
617.5,0.174420911
617.6,0
617.7,0
617.8,0
617.9,0.150009644
618,0
618.1,0
618.2,0.0494575
618.3,0
618.4,0
618.5,0
618.6,0.226174176
618.7,0.04023457
618.8,0.059271715
618.9,0
619,0
619.1,0
619.2,0.072487921
619.3,0.035552688
619.4,0.231220426
619.5,0.225317391
619.6,0
619.7,0
619.8,0
619.9,0
620,0.05440144
620.1,0.055681515
620.2,0
620.3,0.069975506
620.4,0.159154207
620.5,0
620.6,0
620.7,0
620.8,0.083743137
620.9,0
621,0.005621309
621.1,0.030830263
621.2,0.103125031
621.3,0
621.4,0
621.5,0.133906558
621.6,0.077466031
621.7,0
621.8,0.035235147
621.9,0.044945149
622,0
622.1,0.239530335
622.2,0.069719098
622.3,0.112577017
622.4,0
622.5,0.127133951
622.6,0
622.7,0
622.8,0.056133214
622.9,0.081973389
623,0
623.1,0
623.2,0
623.3,0.006583508
623.4,0.035295318
623.5,0
623.6,0.091704588
623.7,0
623.8,0.013892285
623.9,0
624,0
624.1,0
624.2,0
624.3,0
624.4,0
624.5,0.22543207
624.6,0
624.7,0
624.8,0.216808541
624.9,0.170975156
625,0.055572338
625.1,0.092308207
625.2,0
625.3,0
625.4,0.245092942
625.5,0.087158085
625.6,0.083528931
625.7,0.055308847
625.8,0.007206512
625.9,0
626,0.044519315
626.1,0
626.2,0
626.3,0.006876585
626.4,0.021245428
626.5,0
626.6,0
626.7,0
626.8,0.080347097
626.9,0.123717191
627,0
627.1,0.011928861
627.2,0.041609619
627.3,0
627.4,0.059297823
627.5,0.165765326
627.6,0.010586682
627.7,0
627.8,0.135755551
627.9,0.120566765
628,0.020251442
628.1,0
628.2,0
628.3,0.165074618
628.4,0.237380997
628.5,0
628.6,0.128633951
628.7,0.121988851
628.8,0
628.9,0.00873491
629,0
629.1,0
629.2,0.079682996
629.3,0.217251284
629.4,0
629.5,0.299546921
629.6,0.067935901
629.7,0.105634901
629.8,0
629.9,0.075482934
630,0
630.1,0.121340445
630.2,0.091896257
630.3,0
630.4,0
630.5,0
630.6,0.166284752
630.7,0
630.8,0
630.9,0
631,0.027466214
631.1,0
631.2,0.009546109
631.3,0
631.4,0
631.5,0.069115013
631.6,0
631.7,0.036825828
631.8,0.107171559
631.9,0
632,0.005418662
632.1,0.111325323
632.2,0
632.3,0.033042002
632.4,0.029721468
632.5,0.002535077
632.6,0
632.7,0
632.8,0
632.9,0.126230955
633,0
633.1,0.058647074
633.2,0
633.3,0.120628412
633.4,0
633.5,0.017765436
633.6,0.12355296
633.7,0.061630688
633.8,0
633.9,0.143122861
634,0
634.1,0.207828972
634.2,0
634.3,0.000676391
634.4,0
634.5,0
634.6,0
634.7,0
634.8,0.180161014
634.9,0.125774555
635,0
635.1,0.191953262
635.2,0.109226675
635.3,0
635.4,0
635.5,0
635.6,0.010728967
635.7,0.080530974
635.8,0
635.9,0.003985314
636,0.059046929
636.1,0.066909309
636.2,0
636.3,0
636.4,0
636.5,0.140502039
636.6,0.017865212
636.7,0.056806143
636.8,0
636.9,0.020442487
637,0.053025713
637.1,0.078313567
637.2,0.044664367
637.3,0.120251256
637.4,0.10169465
637.5,0.08647736
637.6,0
637.7,0
637.8,0.15605273
637.9,0
638,0.067973461
638.1,0
638.2,0.053819369
638.3,0
638.4,0.006060251
638.5,0.068274846
638.6,0
638.7,0
638.8,0
638.9,0
639,0
639.1,0
639.2,0.166582513
639.3,0.189345017
639.4,0.088467806
639.5,0.135170517
639.6,0.05639244
639.7,0.064972291
639.8,0.056062813
639.9,0.039897562
640,0.004371837
640.1,0.074801046
640.2,0.114913814
640.3,0.03733738
640.4,0.039637169
640.5,0
640.6,0
640.7,0
640.8,0
640.9,0
641,0.173073793
641.1,0
641.2,0
641.3,0.033843614
641.4,0
641.5,0
641.6,0.059067149
641.7,0.027136385
641.8,0
641.9,0.120980581
642,0.177521078
642.1,0.148916718
642.2,0
642.3,0.150466894
642.4,0.033866902
642.5,0
642.6,0
642.7,0
642.8,0.051616864
642.9,0.063460586
643,0.054872827
643.1,0.046979699
643.2,0
643.3,0.063100342
643.4,0
643.5,0
643.6,0
643.7,0.107882969
643.8,0
643.9,0.066552584
644,0
644.1,0
644.2,0.11091382
644.3,0
644.4,0.027087011
644.5,0
644.6,0.166633787
644.7,0.124559781
644.8,0
644.9,0
645,0
645.1,0
645.2,0.068668378
645.3,0
645.4,0
645.5,0
645.6,0
645.7,0.039727199
645.8,0
645.9,0
646,0
646.1,0.056515818
646.2,0
646.3,0.047793847
646.4,0
646.5,0.085149729
646.6,0.098712942
646.7,0
646.8,0
646.9,0
647,0
647.1,0.121506002
647.2,0
647.3,0.083397886
647.4,0
647.5,0.176542545
647.6,0.002443322
647.7,0
647.8,0.099510886
647.9,0
648,0.15181515
648.1,0
648.2,0.124023055
648.3,0
648.4,0.029836072
648.5,0.08379446
648.6,0.019216945
648.7,0.054323235
648.8,0
648.9,0.175339146
649,0
649.1,0.126420907
649.2,0
649.3,0.120574123
649.4,0
649.5,0
649.6,0.118761597
649.7,0.03800139
649.8,0
649.9,0
650,0.015093798
650.1,0.121881322
650.2,0
650.3,0.060440611
650.4,0
650.5,8.64E-06
650.6,0
650.7,0.036971961
650.8,0
650.9,0
651,0
651.1,0.179698917
651.2,0.061343527
651.3,0.180116819
651.4,0.117856694
651.5,0.139263321
651.6,0.193500389
651.7,0
651.8,0.315459724
651.9,0.040186881
652,0.230804445
652.1,0.085007746
652.2,0.154156086
652.3,0
652.4,0.005260964
652.5,0.109623849
652.6,0.073517431
652.7,0.088439373
652.8,0
652.9,0
653,0.043758648
653.1,0
653.2,0
653.3,0.051040753
653.4,0.040463474
653.5,0
653.6,0
653.7,0
653.8,0.036491731
653.9,0
654,0.253712687
654.1,0
654.2,0
654.3,0.060884199
654.4,0.137642346
654.5,0.015821728
654.6,0.073422576
654.7,0.078575934
654.8,0
654.9,0
655,0
655.1,0
655.2,0.088101573
655.3,0
655.4,0
655.5,0
655.6,0.024333331
655.7,0
655.8,0.106320973
655.9,0.069297174
656,0
656.1,0
656.2,0
656.3,0
656.4,0
656.5,0.138883986
656.6,0
656.7,0
656.8,0.085338753
656.9,0.0002433
657,0
657.1,0.117492084
657.2,0
657.3,0.033668369
657.4,0.000628625
657.5,0.000669771
657.6,0.048602231
657.7,0
657.8,0.132689808
657.9,0
658,0
658.1,0.016500977
658.2,0.068224921
658.3,0
658.4,0.13126343
658.5,0
658.6,0
658.7,0.058126569
658.8,0.072062262
658.9,0
659,0
659.1,0.152222375
659.2,0.095517948
659.3,0
659.4,0
659.5,0.040020218
659.6,0
659.7,0
659.8,0
659.9,0.133667421
660,0
660.1,0
660.2,0.014377523
660.3,0.064465853
660.4,0
660.5,0
660.6,0.07191666
660.7,0
660.8,0.055745564
660.9,0
661,0
661.1,0
661.2,0
661.3,0.022503057
661.4,0
661.5,0.016110739
661.6,0
661.7,0.146303653
661.8,0
661.9,0.142624848
662,0
662.1,0.249700487
662.2,0
662.3,0
662.4,0.091230923
662.5,0.02748683
662.6,0
662.7,0
662.8,0.022908112
662.9,0.006738166
663,0.009514193
663.1,0.019985651
663.2,0.073485996
663.3,0.160057129
663.4,0.170793596
663.5,0.044954776
663.6,0.122720334
663.7,0
663.8,0.178409961
663.9,0
664,0
664.1,0.126927417
664.2,0.095987548
664.3,0.088005925
664.4,0.002248739
664.5,0
664.6,0.064528782
664.7,0.196295055
664.8,0.13622668
664.9,0.011886717
665,0.035047284
665.1,0
665.2,0
665.3,0
665.4,0.07363205
665.5,0.000375275
665.6,0
665.7,0.038802836
665.8,0
665.9,0
666,0.106020716
666.1,0
666.2,0
666.3,0.020825631
666.4,0.006128276
666.5,0.081519196
666.6,0.030682602
666.7,0.095664523
666.8,0.013847614
666.9,0.085623654
667,0.022459202
667.1,0
667.2,0.10195284
667.3,0.200318024
667.4,0
667.5,0
667.6,0
667.7,0.059036054
667.8,0.164307611
667.9,0
668,0
668.1,0.063520253
668.2,0
668.3,0
668.4,0.162516147
668.5,0
668.6,0.131814756
668.7,0
668.8,0.038516265
668.9,0
669,0.139707798
669.1,0
669.2,0
669.3,0
669.4,0
669.5,0.042576678
669.6,0.193418924
669.7,0
669.8,0
669.9,0.068218699
670,0
670.1,0.144883418
670.2,0.122118899
670.3,0
670.4,0.164754084
670.5,0
670.6,0.108837562
670.7,0.044767867
670.8,0
670.9,0
671,0
671.1,0
671.2,0
671.3,0.177030262
671.4,0
671.5,0.318306826
671.6,0.062886773
671.7,0
671.8,0.174078894
671.9,0.212360986
672,0
672.1,0
672.2,0.035423399
672.3,0
672.4,0.074455699
672.5,0
672.6,0.112174266
672.7,0
672.8,0
672.9,0
673,0
673.1,0
673.2,0
673.3,0
673.4,0.004076077
673.5,0
673.6,0
673.7,0.017136475
673.8,0
673.9,0.165430119
674,0.051743695
674.1,0
674.2,0.172971842
674.3,0.208623647
674.4,0.188566646
674.5,0
674.6,0
674.7,0
674.8,0.056327999
674.9,0.238479394
675,0.138604297
675.1,0.123093355
675.2,0.081984695
675.3,0
675.4,0.079263384
675.5,0.138198804
675.6,0.04039564
675.7,0
675.8,0.134426871
675.9,0
676,0.001396133
676.1,0
676.2,0.07816955
676.3,0.270243373
676.4,0.007867345
676.5,0.095244275
676.6,0
676.7,0.091015278
676.8,0.065302985
676.9,0.194455693
677,0
677.1,0
677.2,0
677.3,0.052003007
677.4,0.151110557
677.5,0
677.6,0
677.7,0
677.8,0
677.9,0.028304893
678,0
678.1,0
678.2,0
678.3,0
678.4,0
678.5,0.108656143
678.6,0.086645879
678.7,0
678.8,0.089811938
678.9,0
679,0
679.1,0
679.2,0.192393916
679.3,0
679.4,0
679.5,0
679.6,0
679.7,0
679.8,0
679.9,0
680,0
680.1,0
680.2,0
680.3,0
680.4,0
680.5,0.008126676
680.6,0
680.7,0.179116037
680.8,0
680.9,0
681,0
681.1,0
681.2,0.122511445
681.3,0
681.4,0.08090588
681.5,0
681.6,0.216683069
681.7,0.044027234
681.8,0
681.9,0.025525113
682,0.03282637
682.1,0
682.2,0
682.3,0.073440608
682.4,0.056588104
682.5,0
682.6,0.015300997
682.7,0.002901987
682.8,0.119276982
682.9,0.050790274
683,0
683.1,0
683.2,0.101629205
683.3,0
683.4,0.050164751
683.5,0.166239295
683.6,0
683.7,0.019687986
683.8,0.039343501
683.9,0
684,0.063498773
684.1,0
684.2,0
684.3,0
684.4,0.025635126
684.5,0.035977674
684.6,0
684.7,0.108866256
684.8,0
684.9,0.097275096
685,0
685.1,0.195020376
685.2,0
685.3,0
685.4,0.116583325
685.5,0
685.6,0.035417471
685.7,0
685.8,0
685.9,0
686,0
686.1,0
686.2,0.025895896
686.3,0
686.4,0.108415994
686.5,0.09937919
686.6,0
686.7,0
686.8,0
686.9,0.002045817
687,0
687.1,0
687.2,0.138158872
687.3,0.109233269
687.4,0
687.5,0.036405065
687.6,0.237049999
687.7,0.090456085
687.8,0.096505413
687.9,0.121406688
688,0.257855102
688.1,0
688.2,0
688.3,0.09501378
688.4,0
688.5,0
688.6,0.066719221
688.7,0.005002511
688.8,0.111657889
688.9,0.139283767
689,0.018763412
689.1,0
689.2,0
689.3,0.034181947
689.4,0.065312807
689.5,0
689.6,0.021114146
689.7,0
689.8,0.102436658
689.9,0.010785789
690,0.219657771
690.1,0
690.2,0
690.3,0
690.4,0
690.5,0.144985283
690.6,0.09729047
690.7,0
690.8,0
690.9,0.135135075
691,0
691.1,0.038118076
691.2,0.084048606
691.3,0
691.4,0.001171125
691.5,0
691.6,0
691.7,0
691.8,0.070543475
691.9,0.069964205
692,0.077909599
692.1,0.103322018
692.2,0.156896677
692.3,0.033219422
692.4,0
692.5,0.000928874
692.6,0
692.7,0
692.8,0.07595274
692.9,0
693,0.030672422
693.1,0
693.2,0
693.3,0.096089064
693.4,0
693.5,0.075717483
693.6,0.021514354
693.7,0.124809246
693.8,0.048827783
693.9,0.06681604
694,0.061337199
694.1,0
694.2,0
694.3,0.081744811
694.4,0.019323158
694.5,0.053543673
694.6,0.07136008
694.7,0
694.8,0.000164229
694.9,0
695,0.067293918
695.1,0
695.2,0
695.3,0.05896369
695.4,0
695.5,0.087264255
695.6,0
695.7,0
695.8,0
695.9,0
696,0.049654332
696.1,0.170042591
696.2,0
696.3,0
696.4,0.029070929
696.5,0.048646313
696.6,0
696.7,0.066194328
696.8,0
696.9,0.020726803
697,0
697.1,0.05670514
697.2,0
697.3,0.075398927
697.4,0
697.5,0.045333286
697.6,0
697.7,0.018586405
697.8,0
697.9,0
698,0.122071381
698.1,0
698.2,0
698.3,0.02830356
698.4,0.049989517
698.5,0.013974786
698.6,0.078398777
698.7,0.10484016
698.8,0.164433968
698.9,0.125105098
699,0.125420629
699.1,0.009398898
699.2,0.051625906
699.3,0.292776226
699.4,0.10162824
699.5,0.28214959
699.6,0
699.7,0
699.8,0.044196956
699.9,0.103966861
700,0
700.1,0
700.2,0.11361955
700.3,0
700.4,0
700.5,0.004665532
700.6,0
700.7,0.047840558
700.8,0.336972528
700.9,0.042611723
701,0
701.1,0
701.2,0.282164963
701.3,0.15797641
701.4,0
701.5,0
701.6,0
701.7,0
701.8,0
701.9,0.098870502
702,0.039327821
702.1,0
702.2,0.123331688
702.3,0
702.4,0
702.5,0.194323765
702.6,0.106389165
702.7,0.032540461
702.8,0.068012329
702.9,0.170269883
703,0.137911582
703.1,0.094692641
703.2,0
703.3,0
703.4,0.113554705
703.5,0.008624701
703.6,0.027791968
703.7,0.066987767
703.8,0
703.9,0
